type	index	image	question	A	B	C	D	answer
lc	120	data/figure/lc/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page18_图262035目标实现或仍有难度.jpg	哪一年中等发达国家的人均GNI下限最高？	2008	2015	2022	2019	C
lc	121	data/figure/lc/2024-09-14--民生证券-2024年8月经济数据点评：8月经济：基本面重估_page6_图16百强房企业绩.jpg	在2023年中，哪个月份的百强房销售业绩最低？	1月	7月	9月	12月	B
lc	122	data/figure/lc/2024-02-22--平安证券-美联储1月会议纪要后的三个问题_page2_图表32024年美股盈利预期逐季加快增长.jpg	在哪个时间段，EPS同比增速首次超过8%？	6月23日	3月24日	6月24日	9月24日	C
lc	123	data/figure/lc/2024-03-04--金源期货-宏观周报：国内PMI偏弱运行，美国PCE未超预期_page8_图表22红皮书商业零售销售.jpg	图中哪一年的红皮书商业零售销售周同比最低？	2022年	2023年	2024年	2025年	B
lc	124	data/figure/lc/2024-03-18--山西证券-2024年2月金融数据点评：高基数和地产偏弱下的社融调整_page1_no_caption.jpg	图中住户贷款增速在哪一年开始显著下降？	2021年	2022年	2023年	2024年	B
lc	125	data/figure/lc/2023-11-06--宏信证券-市场流动性周报_page2_图5短期国债到期收益率走势.jpg	图中哪条线代表1年的国债到期收益率？	蓝色	绿色	黑色	红色	D
lc	126	data/figure/lc/2023-04-25--华泰期货-经济高频数据追踪_page12_100大中城市成交土地占地面积一线城市万平方米.jpg	哪一年的土地成交面积在12月达到峰值？	2019	2020	2021	2022	C
lc	127	data/figure/lc/2024-02-20--中银证券-2月LPR报价点评：5年期大幅调降的三点原因_page1_图表1LPR报价.jpg	从图表中可以看出，5年期LPR报价在哪一年出现了明显的下降趋势？	2020	2021	2022	2023	C
lc	128	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page13_图23沥青库存继续上行.jpg	图中显示，2024年的沥青库存趋势与哪一年最相似？	2019年	2021年	2022年	2023年	D
lc	129	data/figure/lc/2024-10-08--中国银河-ESG与央国企月度报告（2024年9月）：政策春风促ESG优质资产行情_page8_图5国企ETF新发规模较前值有所上升.jpg	在哪一年，国企ETF新发行数量最多？	19-Sep	23-May	24-May	24-Jul	A
lc	130	data/figure/lc/2023-11-02--国联证券-高频数据跟踪（2023年10月第4周）：需求表现分化，基建施工景气略有改善_page5_国内航班出行量小幅回升架次.jpg	根据图表，哪一年的数据在9月达到最低点？	2021年	2022年	2023年	2021年和2022年	B
lc	131	data/figure/lc/2024-06-20--光大期货-宏观周报：政府专项债拉动社融同比增长_page9_图表CPI和核心CPI同比单位.jpg	图中核心CPI:当月同比在哪一年首次低于零？	2020	2021	2022	2023	A
lc	132	data/figure/lc/2023-11-28--平安证券-2023年10月工业企业利润数据点评：资产负债率连续5月持平_page1_图表210月工业企业营收利润率小幅改善.jpg	哪一年的营收利润率在10月达到最高点？	2021年	2022年	2023年	2024年	C
lc	133	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page24_图37中国房地产继续累库.jpg	待售库存+施工面积-竣工面积/R指标在哪一年开始显著上升？	2018	2020	2022	2024	C
lc	134	data/figure/lc/2024-06-05--国投安信期货-4月美国PCE数据快报_page0_图美国PCE分项同比走势.jpg	哪一年美国核心PCE当月同比首次低于3%？	2023年	2024年	2025年	2026年	B
lc	135	data/figure/lc/2024-07-03--联储证券-2024年中宏观展望：固本培元，如日之升_page14_图25社零增速有所放缓仍处于修复阶段.jpg	哪一年社零两年复核增速首次转正？	20-Jul	20-Nov	21-Mar	21-Jul	B
lc	136	data/figure/lc/2023-08-01--浦银国际证券-月度宏观洞察：政治局会议后看下半年经济形势，美国向软着陆继续迈进_page2_图表1实际GDP环比增速从一季度的mathbf22下滑至二季度的mathbf08.jpg	实际GDP环比增速在哪一年波动最大？	19-Jun	20-Jun	21-Jun	22-Jun	B
lc	137	data/figure/lc/2024-07-03--五矿证券-中国制造业，如何从比较优势迈向竞争优势？_page4_图表7高端产业增加值指数.jpg	在哪个年份，中国高端产业增加值指数增长最快？	2008	2009	2010	2011	B
lc	138	data/figure/lc/2024-02-26--国金证券-海外周度观察：“廉价的”日本！_page16_图表47美国红皮书零售同比30前值25.jpg	图中折扣店增速在哪一年达到峰值？	2020年	2021年	2022年	2023年	B
lc	139	data/figure/lc/2024-02-22--平安证券-美联储1月会议纪要后的三个问题_page3_图表5近期美股波动率与美债利率多呈负相关性.jpg	哪一年的10年美债利率最低？	12月23日	1月24日	2月24日	3月24日	A
lc	140	data/figure/lc/2023-04-28--平安证券-“日本启示录”系列（五）：回望“安倍经济学”_page11_图表17日本居民部门贷款增速并未持续回升.jpg	根据图表，住房贷款余额同比增速在哪一年达到峰值？	1990	1995	2000	2005	B
lc	141	data/figure/lc/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page50_图96近期人民币汇率基本稳定.jpg	美元指数在哪一年开始显著上升？	2021年	2022年	2023年	2024年	B
lc	142	data/figure/lc/2023-10-04--山西证券-2023年9月PMI点评兼论利率影响：经济延续改善，收益率步入震荡_page1_图6PMI采购量生产采购量原材料库存.jpg	图中显示，PMI生产（MA12）在哪一年达到最高点？	2006	2007	2008	2009	B
lc	143	data/figure/lc/2024-07-29--中银证券-2024年度下半年宏观经济与大类资产配置展望：冷眼向洋看世界_page10_图表16基建房地产对投资增速的贡献表现.jpg	哪一年房地产投资增速达到最低点？	15-Aug	16-Feb	16-May	17-May	A
lc	144	data/figure/lc/2023-10-06--东吴证券-宏观点评：假期海外市场跌够了吗？_page5_图1210年期国债收益率和政策利率.jpg	联邦基金目标利率在哪一年达到峰值？	2007	2019	2021	2023	D
lc	145	data/figure/lc/2024-08-09--中银证券-7月通胀点评：消费品价格超预期上行，但工业品价格偏弱_page3_图表8PPI生产资料和生活资料当月同比走势.jpg	图中生活资料PPI在哪一年开始出现负增长？	2022年	2023年	2024年	2025年	B
lc	146	data/figure/lc/2024-01-29--国金证券-海外周度观察：美国大选：特朗普归来，这次不一样？_page12_no_caption.jpg	从2022年4月至2024年1月，哪个行业的活跃职位数量下降幅度最大？	制造业	餐饮服务	专业服务	无法确定	C
lc	147	data/figure/lc/2023-05-28--华金证券-华金宏观·双循环周报（第11期）：美高通胀我高库存，政策刺激何去何从？_page10_图20主要央行政策利率.jpg	哪条折线在2023年达到最高点？	美国联邦基金利率目标上限	美国联邦基金利率目标下限	欧央行 存款便利利率	英格兰银行 基础借款便利	A
lc	148	data/figure/lc/2023-11-24--开源证券-宏观深度报告：2024年宏观经济展望-破浪前行_page18_图252025目标实现难度不大.jpg	中国的人均GNI在哪一年开始显著增长？	1994	2001	2008	2015	C
lc	149	data/figure/lc/2023-09-11--招商银行-让子弹飞：美国消费韧性探析及前瞻_page5_图9美国名义薪资保持高增.jpg	在哪一年名义时薪同比增速达到最高点？	2018	2020	2022	2023	B
lc	150	data/figure/lc/2023-05-29--中国银河-热点与高频：谈一谈两组矛盾的数据_page6_图16郑商所纯碱与玻璃价格元吨.jpg	图中哪一年的期货收盘价最高？	2020年	2021年	2022年	2023年	B
lc	151	data/figure/lc/2024-08-12--国泰期货-海外宏观及大类资产周度报告_page44_欧元区金融条件指数信贷脉冲和GDP同比趋势.jpg	在哪个时间段内，欧元区GDP同比增速出现显著下降？	2009-2010	2012-2013	2015-2016	2020-2021	D
lc	152	data/figure/lc/2023-06-28--民生证券-2023年H2宏观经济展望：融冰_page5_图5当下M2与社融同比增速裂口攀至历史偏高水平.jpg	图中M2同比增速在2020年后的趋势如何？	持续上升	波动下降	平稳不变	先升后降	D
lc	153	data/figure/lc/2023-08-11--银河期货-高频数据周度分析_page12_图44乘用车日均销售量同比.jpg	哪一年的全国当日电影票房在2月达到峰值？	2019年	2020年	2021年	2023年	D
lc	154	data/figure/lc/2023-06-25--中泰证券-高频数据观察：商品房销售热度下降_page1_图表2钢厂高炉开工率产能利用率.jpg	哪个年份的唐山钢厂产能利用率最高？	22-Jun	22-Aug	22-Oct	23-Apr	D
lc	155	data/figure/lc/2024-10-09--中信建投期货-中东地缘局势骤然升级，叠加降温过程推涨TTF_page9_no_caption.jpg	哪一年的曲线在第40周后下降最快？	2020	2021	2022	2023	D
lc	156	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page14_图27猪肉价格节后降幅较大.jpg	2023年猪肉批发价格在哪个月份达到峰值？	6月	8月	10月	12月	B
lc	157	data/figure/lc/2023-04-10--平安证券-美国3月非农就业数据解读：美联储会停止加息么？_page3_图表74月7日美债收益率上升.jpg	哪个月份2年美债利率达到最高点？	1月23日	2月23日	3月23日	4月23日	C
lc	158	data/figure/lc/2023-10-22--民生证券-全球大类资产跟踪周报：避险情绪蔓延_page9_图23全国10城地铁客运量7天移动平均.jpg	哪一年的地铁客流量波动最大？	2019	2020	2021	2022	B
lc	159	data/figure/lc/2024-08-19--招银国际-美国经济：零售超预期缓解衰退担忧_page3_no_caption.jpg	哪一年薪资增长速度最快？	2019	2020	2021	2022	D
lc	160	data/figure/lc/2024-02-18--国联证券-宏观专题研究：春节期间国内外宏观数据有积极信号_page5_图表6二线城市地铁客运量.jpg	哪一年的地铁客运量在春节后恢复最快？	2023	2024	2022	2021	B
lc	161	data/figure/lc/2024-09-17--交银国际证券-美国8月非农就业点评：预计9月降息25基点仍是基准场景_page3_图表9美国ISM制造业及服务业就业指数.jpg	哪一年两个指数的差距最大？	2008	2012	2016	2020	D
lc	162	data/figure/lc/2024-07-16--甬兴证券-7月海外环境分析：美国通胀率回落失业率上升_page3_图4美国CPI的食品饮料项与商品类.jpg	商品类CPI在哪一年开始显著下降？	2021年	2022年	2023年	2024年	B
lc	163	data/figure/lc/2024-06-13--浦银国际证券-偏鹰的美联储会议或未计入5月通胀数据的超预期放缓_page4_图表9时薪同比增速5月意外加快终结此前连续三个月下跌走势.jpg	在哪一年，核心商品CPI和核心CPI的差距最大？	19-May	20-May	21-May	22-May	C
lc	164	data/figure/lc/2024-08-12--万联证券-7月通胀数据点评：CPI温和抬升，需求有待修复_page4_图表9CPI燃料相关分项走势小幅回落.jpg	OPEC一揽子石油价格在哪个时间段内波动最大？	2016年Q1-Q2	2019年Q3-Q4	2020年Q1-Q2	2022年Q3-Q4	C
lc	165	data/figure/lc/2024-06-20--光大期货-宏观周报：政府专项债拉动社融同比增长_page29_图表乘用车当周日均销量单位辆.jpg	哪一年在12月达到最高点？	2022年	2023年	2024年	2022年和2023年	B
lc	166	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page1_图3美国GDP同比增速.jpg	在哪个年份，GDP同比增速首次出现负增长？	2018	2020	2022	2024	B
lc	167	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page5_图1美国货币金融环境边际宽松.jpg	图中金融状况指数/R在哪一年波动最大？	2016	2018	2020	2022	C
lc	168	data/figure/lc/2024-09-23--诚通证券-宏观与大类资产周报：美联储降息，人民币汇率升值_page11_图122024年以来美国商品通胀和进口价格增速背离.jpg	在哪个时间段，美国商品CPI的同比增速达到最高点？	2020年Q1-Q2	2021年Q3-Q4	2022年Q1-Q2	2023年Q3-Q4	C
lc	169	data/figure/lc/2024-07-10--开源证券-宏观经济点评：消费增长延续以价换量_page4_图72024年5月服务零售总额环比强于季节性.jpg	哪个年份服务零售环比出现最大负增长？	23-Jun	23-Dec	24-Feb	24-Mar	B
lc	170	data/figure/lc/2024-01-11--中银证券-2024年宏观经济与大类资产配置展望：复苏起点_page9_图表11美国企业利润增速领先资本开支预期.jpg	CEO经济展望分项指数在哪个年份达到峰值？	2006	2012	2018	2021	C
lc	171	data/figure/lc/2024-07-04--上海证券-海外市场跟踪：美国PCE下降，通胀仍显韧性_page3_图5主要海外国家国债收益率.jpg	在2024年1月，哪个国家的10年期国债收益率最低？	美国	德国	日本	英国	C
lc	172	data/figure/lc/2023-07-31--国金证券-见微知著系列之五十八：库存周期下，蕴藏的投资机遇_page10_图表30本周全国主要钢厂螺纹钢开工率延续走弱.jpg	哪一年的全国主要钢厂螺纹钢开工率最低？	2019	2020	2021	2023	D
lc	173	data/figure/lc/2023-08-22--中国银河-7月财政收支分析：广义收支持续偏弱，需地产及准财政政策托底_page4_图10地方政府性基金收支同比增速mathbfnabla.jpg	哪个时间段内，地方政府性基金支出累计同比增速首次转为负值？	2021年Q3	2021年Q4	2022年Q1	2022年Q2	B
lc	174	data/figure/lc/2023-07-31--中邮证券-宏观研究：装备制造业盈利占优，消费需求温和复苏_page6_图表6PPI同比工业企业盈利.jpg	规模以上工业企业利润总额累计同比在哪一年开始回升？	2011	2012	2013	2014	B
lc	175	data/figure/lc/2024-07-07--开源证券-宏观周报：新建房成交同比转正_page6_图11最近两周原油价格有所回升.jpg	在2024年7月，哪种原油价格更高？	布伦特原油	WTI原油	两者相同	无法确定	A
lc	176	data/figure/lc/2023-10-24--华宝证券-金融产品行业生态报告：暗潮汹涌下积蓄的力量_page13_图122023H1各风格基金指数走势.jpg	图中哪一种风格基金指数在2023年6月30日的值最低？	小盘成长	中盘成长	大盘成长	中盘价值	B
lc	177	data/figure/lc/2023-06-25--国金证券-海外周度观察：日本走出通缩阴影了吗？_page7_图表18日本尚未完成疫后第一轮修复.jpg	日本GDP在哪个季度达到最低点？	2020年Q3	2020年Q4	2021年Q1	2021年Q2	A
lc	178	data/figure/lc/2023-09-24--中邮证券-高频数据看9月：消费回暖优于房地产，新兴产业持续回升_page11_图表24PTA开工率.jpg	哪一年的PTA开工率在9月达到最高点？	2021	2022	2023	2024	C
